Ubicación;Producto;SKU;MODELO;GENERO;TALLA;COLOR;Cantidad en inventario
VELA;[JAPCA01TS] CUADRO JACKET 2.0 CAB (S, AGUAMARINA);JAPCA01TS;CUADRO JACKET 2.0 CAB;Caballero;S;Aguamarina;1,00
VELA;[JAPCA01TM] CUADRO JACKET 2.0 CAB (M, AGUAMARINA);JAPCA01TM;CUADRO JACKET 2.0 CAB;Caballero;M;Aguamarina;2,00
VELA;[JAPCA01TL] CUADRO JACKET 2.0 CAB (L, AGUAMARINA);JAPCA01TL;CUADRO JACKET 2.0 CAB;Caballero;L;Aguamarina;2,00
VELA;[JAPCA162TS] CUADRO JACKET 2.0 CAB (S, Azul Polo);JAPCA162TS;CUADRO JACKET 2.0 CAB;Caballero;S;Azul Polo;2,00
VELA;[JAPCA43TS] CUADRO JACKET 2.0 CAB (S, NEGRO);JAPCA43TS;CUADRO JACKET 2.0 CAB;Caballero;S;Negro;2,00
VELA;[JAPCA16T2XL] CUADRO JACKET 2.0 CAB (2XL, BLANCO);JAPCA16T2XL;CUADRO JACKET 2.0 CAB;Caballero;2XL;Blanco;1,00
VELA;[JAPKI01T10] CUADRO JACKET 2.0 KIDS (10, AGUAMARINA);JAPKI01T10;CUADRO JACKET 2.0 KIDS;Kids;10;Aguamarina;1,00
VELA;[JAPKI01T2] CUADRO JACKET 2.0 KIDS (2, AGUAMARINA);JAPKI01T2;CUADRO JACKET 2.0 KIDS;Kids;2;Aguamarina;2,00
VELA;[JAPKI01T8] CUADRO JACKET 2.0 KIDS (8, AGUAMARINA);JAPKI01T8;CUADRO JACKET 2.0 KIDS;Kids;8;Aguamarina;1,00
VELA;[JAPKI162T10] CUADRO JACKET 2.0 KIDS (10, Azul Polo);JAPKI162T10;CUADRO JACKET 2.0 KIDS;Kids;10;Azul Polo;2,00
VELA;[JAPKI162T12] CUADRO JACKET 2.0 KIDS (12, Azul Polo);JAPKI162T12;CUADRO JACKET 2.0 KIDS;Kids;12;Azul Polo;2,00
VELA;[JAPKI162T8] CUADRO JACKET 2.0 KIDS (8, Azul Polo);JAPKI162T8;CUADRO JACKET 2.0 KIDS;Kids;8;Azul Polo;2,00
VELA;[JAPKI43T10] CUADRO JACKET 2.0 KIDS (10, NEGRO);JAPKI43T10;CUADRO JACKET 2.0 KIDS;Kids;10;Negro;1,00
VELA;[JAPKI43T2] CUADRO JACKET 2.0 KIDS (2, NEGRO);JAPKI43T2;CUADRO JACKET 2.0 KIDS;Kids;2;Negro;2,00
VELA;[JAPKI35T10] CUADRO JACKET 2.0 KIDS (10, Magenta);JAPKI35T10;CUADRO JACKET 2.0 KIDS;Kids;10;Magenta;1,00
VELA;[JAPKI35T12] CUADRO JACKET 2.0 KIDS (12, Magenta);JAPKI35T12;CUADRO JACKET 2.0 KIDS;Kids;12;Magenta;4,00
VELA;[JAPKI35T8] CUADRO JACKET 2.0 KIDS (8, Magenta);JAPKI35T8;CUADRO JACKET 2.0 KIDS;Kids;8;Magenta;1,00
VELA;[JAPCA16TXL] CUADRO JACKET 2.0 CAB (XL, BLANCO);JAPCA16TXL;CUADRO JACKET 2.0 CAB;Caballero;XL;Blanco;2,00
VELA;[JAPDA01TXS] CUADRO JACKET 2.0 DAMA (XS, AGUAMARINA);JAPDA01TXS;CUADRO JACKET 2.0 DAMA;Dama;XS;Aguamarina;3,00
VELA;[JAPDA01TS] CUADRO JACKET 2.0 DAMA (S, AGUAMARINA);JAPDA01TS;CUADRO JACKET 2.0 DAMA;Dama;S;Aguamarina;3,00
VELA;[JAPDA35TXL] CUADRO JACKET 2.0 DAMA (XL, Magenta);JAPDA35TXL;CUADRO JACKET 2.0 DAMA;Dama;XL;Magenta;1,00
VELA;[JAPDA35TXS] CUADRO JACKET 2.0 DAMA (XS, Magenta);JAPDA35TXS;CUADRO JACKET 2.0 DAMA;Dama;XS;Magenta;1,00
VELA;[JAPCA43TXL] CUADRO JACKET 2.0 CAB (XL, NEGRO);JAPCA43TXL;CUADRO JACKET 2.0 CAB;Caballero;XL;Negro;3,00
VELA;[JAPDA01TM] CUADRO JACKET 2.0 DAMA (M, AGUAMARINA);JAPDA01TM;CUADRO JACKET 2.0 DAMA;Dama;M;Aguamarina;2,00
VELA;[JAPDA43TM] CUADRO JACKET 2.0 DAMA (M, NEGRO);JAPDA43TM;CUADRO JACKET 2.0 DAMA;Dama;M;Negro;2,00
VELA;[JAPCA66TM] CUADRO JACKET 2.0 CAB (M, VERDE MILITAR);JAPCA66TM;CUADRO JACKET 2.0 CAB;Caballero;M;Verde Militar;3,00
VELA;[JAPCA162TM] CUADRO JACKET 2.0 CAB (M, Azul Polo);JAPCA162TM;CUADRO JACKET 2.0 CAB;Caballero;M;Azul Polo;2,00
VELA;[JAPCA16TM] CUADRO JACKET 2.0 CAB (M, BLANCO);JAPCA16TM;CUADRO JACKET 2.0 CAB;Caballero;M;Blanco;2,00
VELA;[JAPDA43TS] CUADRO JACKET 2.0 DAMA (S, NEGRO);JAPDA43TS;CUADRO JACKET 2.0 DAMA;Dama;S;Negro;2,00
VELA;[JAPDA162TXS] CUADRO JACKET 2.0 DAMA (XS, Azul Polo);JAPDA162TXS;CUADRO JACKET 2.0 DAMA;Dama;XS;Azul Polo;1,00
VELA;[JAPKI43T12] CUADRO JACKET 2.0 KIDS (12, NEGRO);JAPKI43T12;CUADRO JACKET 2.0 KIDS;Kids;12;Negro;1,00
VELA;[JAPDA66TM] CUADRO JACKET 2.0 DAMA (M, VERDE MILITAR);JAPDA66TM;CUADRO JACKET 2.0 DAMA;Dama;M;Verde Militar;1,00
VELA;[JAPCA16TL] CUADRO JACKET 2.0 CAB (L, BLANCO);JAPCA16TL;CUADRO JACKET 2.0 CAB;Caballero;L;Blanco;1,00
VELA;[JAPDA35TM] CUADRO JACKET 2.0 DAMA (M, Magenta);JAPDA35TM;CUADRO JACKET 2.0 DAMA;Dama;M;Magenta;1,00
VELA;[JAPCA43TM] CUADRO JACKET 2.0 CAB (M, NEGRO);JAPCA43TM;CUADRO JACKET 2.0 CAB;Caballero;M;Negro;2,00
VELA;[JAPDA66TXS] CUADRO JACKET 2.0 DAMA (XS, VERDE MILITAR);JAPDA66TXS;CUADRO JACKET 2.0 DAMA;Dama;XS;Verde Militar;1,00
VELA;[JAPCA66TS] CUADRO JACKET 2.0 CAB (S, VERDE MILITAR);JAPCA66TS;CUADRO JACKET 2.0 CAB;Caballero;S;Verde Militar;3,00
VELA;[JAPCA162TXL] CUADRO JACKET 2.0 CAB (XL, Azul Polo);JAPCA162TXL;CUADRO JACKET 2.0 CAB;Caballero;XL;Azul Polo;1,00
VELA;[JAPDA162TL] CUADRO JACKET 2.0 DAMA (L, Azul Polo);JAPDA162TL;CUADRO JACKET 2.0 DAMA;Dama;L;Azul Polo;1,00
VELA;[JAPCA66T2XL] CUADRO JACKET 2.0 CAB (2XL, VERDE MILITAR);JAPCA66T2XL;CUADRO JACKET 2.0 CAB;Caballero;2XL;Verde Militar;2,00
VELA;[JAPDA66TS] CUADRO JACKET 2.0 DAMA (S, VERDE MILITAR);JAPDA66TS;CUADRO JACKET 2.0 DAMA;Dama;S;Verde Militar;2,00
VELA;[JAPCA43T2XL] CUADRO JACKET 2.0 CAB (2XL, NEGRO);JAPCA43T2XL;CUADRO JACKET 2.0 CAB;Caballero;2XL;Negro;1,00
VELA;[JAPCA43TL] CUADRO JACKET 2.0 CAB (L, NEGRO);JAPCA43TL;CUADRO JACKET 2.0 CAB;Caballero;L;Negro;2,00
VELA;[JAPCA66TL] CUADRO JACKET 2.0 CAB (L, VERDE MILITAR);JAPCA66TL;CUADRO JACKET 2.0 CAB;Caballero;L;Verde Militar;2,00
VELA;[JAPDA162TS] CUADRO JACKET 2.0 DAMA (S, Azul Polo);JAPDA162TS;CUADRO JACKET 2.0 DAMA;Dama;S;Azul Polo;1,00
VELA;[JAPCA162TL] CUADRO JACKET 2.0 CAB (L, Azul Polo);JAPCA162TL;CUADRO JACKET 2.0 CAB;Caballero;L;Azul Polo;1,00
VELA;[JAPDA43TXS] CUADRO JACKET 2.0 DAMA (XS, NEGRO);JAPDA43TXS;CUADRO JACKET 2.0 DAMA;Dama;XS;Negro;1,00
VELA;[JAPCA162T2XL] CUADRO JACKET 2.0 CAB (2XL, Azul Polo);JAPCA162T2XL;CUADRO JACKET 2.0 CAB;Caballero;2XL;Azul Polo;1,00
