trans;SKU;Variante del producto;Modelo;Genero;Talla;Color;Cant. ordenada;Ubicación;Fecha
11/04/2026;PANNTDA43TM;[PANNTDA43TM] EXPLORE PANTS DAMA (M, Negro - 10);EXPLORE PANTS;DAMA;M;Negro;1,00;Cerro Verde ;abril-2026
11/04/2026;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;Cerro Verde ;abril-2026
11/04/2026;PANNTDA31TL;[PANNTDA31TL] EXPLORE PANTS DAMA (L, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;L;Gris Oscuro;1,00;Grandplaz ;abril-2026
11/04/2026;PANNTDA31TM;[PANNTDA31TM] EXPLORE PANTS DAMA (M, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;M;Gris Oscuro;1,00;Grandplaz ;abril-2026
11/04/2026;PANNTDA33TS;[PANNTDA33TS] EXPLORE PANTS DAMA (S, Kaki - 80279);EXPLORE PANTS;DAMA;S;Kaki;1,00;Grandplaz ;abril-2026
11/04/2026;PANNTCA33TXL;[PANNTCA33TXL] EXPLORE PANTS CAB (XL, Kaki - 80279);EXPLORE PANTS;CAB;XL;Kaki;1,00;Grandplaz ;abril-2026
11/04/2026;PANNTCA33TS;[PANNTCA33TS] EXPLORE PANTS CAB (S, Kaki - 80279);EXPLORE PANTS;CAB;S;Kaki;1,00;Grandplaz ;abril-2026
11/04/2026;PANNTCA43TS;[PANNTCA43TS] EXPLORE PANTS CAB (S, Negro - 10);EXPLORE PANTS;CAB;S;Negro;1,00;Grandplaz ;abril-2026
11/04/2026;PANNTCA33TXL;[PANNTCA33TXL] EXPLORE PANTS CAB (XL, Kaki - 80279);EXPLORE PANTS;CAB;XL;Kaki;1,00;Sambil Chacao ;abril-2026
11/04/2026;PANNTDA33TXL;[PANNTDA33TXL] EXPLORE PANTS DAMA (XL, Kaki - 80279);EXPLORE PANTS;DAMA;XL;Kaki;1,00;Sambil Chacao ;abril-2026
12/04/2026;PANNTCA12TL;[PANNTCA12TL] EXPLORE PANTS CAB (L, Azul Marino - 5102);EXPLORE PANTS;CAB;L;Azul Marino;1,00;Cerro Verde ;abril-2026
12/04/2026;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;Cerro Verde ;abril-2026
12/04/2026;PANNTDA33TXL;[PANNTDA33TXL] EXPLORE PANTS DAMA (XL, Kaki - 80279);EXPLORE PANTS;DAMA;XL;Kaki;1,00;Sambil Valencia;abril-2026
12/04/2026;PANNTDA31TM;[PANNTDA31TM] EXPLORE PANTS DAMA (M, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;M;Gris Oscuro;1,00;Cerro Verde ;abril-2026
12/04/2026;PANNTDA12TXL;[PANNTDA12TXL] EXPLORE PANTS DAMA (XL, Azul Marino - 5102);EXPLORE PANTS;DAMA;XL;Azul Marino;1,00;Cerro Verde ;abril-2026
12/04/2026;PANNTDA12TXL;[PANNTDA12TXL] EXPLORE PANTS DAMA (XL, Azul Marino - 5102);EXPLORE PANTS;DAMA;XL;Azul Marino;-1,00;Cerro Verde ;abril-2026
12/04/2026;PANNTDA12TXL;[PANNTDA12TXL] EXPLORE PANTS DAMA (XL, Azul Marino - 5102);EXPLORE PANTS;DAMA;XL;Azul Marino;1,00;Cerro Verde ;abril-2026
13/04/2026;PANNTCA31TL;[PANNTCA31TL] EXPLORE PANTS CAB (L, Gris Oscuro -  9356);EXPLORE PANTS;CAB;L;Gris Oscuro;1,00;Pedidos;abril-2026
13/04/2026;PANNTKI30T4;[PANNTKI30T4] EXPLORE PANTS KIDS (4, Gris Claro - 9734);EXPLORE PANTS;KIDS;4;Gris Claro;1,00;Cerro Verde ;abril-2026
13/04/2026;PANNTKI12T4;[PANNTKI12T4] EXPLORE PANTS KIDS (4, Azul Marino - 5102);EXPLORE PANTS;KIDS;4;Azul Marino;1,00;Cerro Verde ;abril-2026
13/04/2026;PANNTKI66T4;[PANNTKI66T4] EXPLORE PANTS KIDS (4, Verde Militar - 60620);EXPLORE PANTS;KIDS;4;Verde Militar;1,00;Cerro Verde ;abril-2026
13/04/2026;PANNTKI43T4;[PANNTKI43T4] EXPLORE PANTS KIDS (4, Negro - 10);EXPLORE PANTS;KIDS;4;Negro;1,00;Cerro Verde ;abril-2026
14/04/2026;PANNTDA66TM;[PANNTDA66TM] EXPLORE PANTS DAMA (M, Verde Militar - 60620);EXPLORE PANTS;DAMA;M;Verde Militar;1,00;Sambil Chacao ;abril-2026
14/04/2026;PANNTCA31TM;[PANNTCA31TM] EXPLORE PANTS CAB (M, Gris Oscuro -  9356);EXPLORE PANTS;CAB;M;Gris Oscuro;1,00;Sambil Valencia;abril-2026
14/04/2026;PANNTDA30TL;[PANNTDA30TL] EXPLORE PANTS DAMA (L, Gris Claro - 9734);EXPLORE PANTS;DAMA;L;Gris Claro;1,00;Cerro Verde ;abril-2026
14/04/2026;PANNTCA43TXL;[PANNTCA43TXL] EXPLORE PANTS CAB (XL, Negro - 10);EXPLORE PANTS;CAB;XL;Negro;1,00;La Grieta;abril-2026
14/04/2026;PANNTDA43TL;[PANNTDA43TL] EXPLORE PANTS DAMA (L, Negro - 10);EXPLORE PANTS;DAMA;L;Negro;1,00;Cerro Verde ;abril-2026
15/04/2026;PANNTKI43T12;[PANNTKI43T12] EXPLORE PANTS KIDS (12, Negro - 10);EXPLORE PANTS;KIDS;12;Negro;1,00;Sambil Chacao ;abril-2026
15/04/2026;PANNTDA33TS;[PANNTDA33TS] EXPLORE PANTS DAMA (S, Kaki - 80279);EXPLORE PANTS;DAMA;S;Kaki;1,00;WEB;abril-2026
15/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;Sambil Valencia;abril-2026
15/04/2026;PANNTDA33TM;[PANNTDA33TM] EXPLORE PANTS DAMA (M, Kaki - 80279);EXPLORE PANTS;DAMA;M;Kaki;1,00;Sambil Chacao ;abril-2026
15/04/2026;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;-1,00;La Grieta;abril-2026
15/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;Sambil Chacao ;abril-2026
15/04/2026;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;La Grieta;abril-2026
15/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;Cerro Verde ;abril-2026
16/04/2026;PANNTDA30TL;[PANNTDA30TL] EXPLORE PANTS DAMA (L, Gris Claro - 9734);EXPLORE PANTS;DAMA;L;Gris Claro;1,00;Cerro Verde ;abril-2026
16/04/2026;PANNTDA43TL;[PANNTDA43TL] EXPLORE PANTS DAMA (L, Negro - 10);EXPLORE PANTS;DAMA;L;Negro;1,00;Cerro Verde ;abril-2026
16/04/2026;PANNTDA66TS;[PANNTDA66TS] EXPLORE PANTS DAMA (S, Verde Militar - 60620);EXPLORE PANTS;DAMA;S;Verde Militar;1,00;Sambil Chacao ;abril-2026
16/04/2026;PANNTCA33TL;[PANNTCA33TL] EXPLORE PANTS CAB (L, Kaki - 80279);EXPLORE PANTS;CAB;L;Kaki;1,00;Sambil Valencia;abril-2026
16/04/2026;PANNTDA33TM;[PANNTDA33TM] EXPLORE PANTS DAMA (M, Kaki - 80279);EXPLORE PANTS;DAMA;M;Kaki;1,00;La Grieta;abril-2026
16/04/2026;PANNTCA43TXL;[PANNTCA43TXL] EXPLORE PANTS CAB (XL, Negro - 10);EXPLORE PANTS;CAB;XL;Negro;2,00;Cerro Verde ;abril-2026
16/04/2026;PANNTDA30TL;[PANNTDA30TL] EXPLORE PANTS DAMA (L, Gris Claro - 9734);EXPLORE PANTS;DAMA;L;Gris Claro;4,00;Sambil Chacao ;abril-2026
16/04/2026;PANNTCA30TM;[PANNTCA30TM] EXPLORE PANTS CAB (M, Gris Claro - 9734);EXPLORE PANTS;CAB;M;Gris Claro;2,00;Sambil Chacao ;abril-2026
17/04/2026;PANNTCA33TM;[PANNTCA33TM] EXPLORE PANTS CAB (M, Kaki - 80279);EXPLORE PANTS;CAB;M;Kaki;1,00;Cerro Verde ;abril-2026
17/04/2026;PANNTCA31TS;[PANNTCA31TS] EXPLORE PANTS CAB (S, Gris Oscuro -  9356);EXPLORE PANTS;CAB;S;Gris Oscuro;1,00;Sambil Valencia;abril-2026
17/04/2026;PANNTCA33TS;[PANNTCA33TS] EXPLORE PANTS CAB (S, Kaki - 80279);EXPLORE PANTS;CAB;S;Kaki;1,00;Sambil Valencia;abril-2026
17/04/2026;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;La Grieta;abril-2026
17/04/2026;PANNTCA43TXL;[PANNTCA43TXL] EXPLORE PANTS CAB (XL, Negro - 10);EXPLORE PANTS;CAB;XL;Negro;1,00;Cerro Verde ;abril-2026
18/04/2026;PANNTDA66TM;[PANNTDA66TM] EXPLORE PANTS DAMA (M, Verde Militar - 60620);EXPLORE PANTS;DAMA;M;Verde Militar;1,00;Sambil Chacao ;abril-2026
18/04/2026;PANNTDA12TL;[PANNTDA12TL] EXPLORE PANTS DAMA (L, Azul Marino - 5102);EXPLORE PANTS;DAMA;L;Azul Marino;1,00;Sambil Chacao ;abril-2026
18/04/2026;PANNTDA30TL;[PANNTDA30TL] EXPLORE PANTS DAMA (L, Gris Claro - 9734);EXPLORE PANTS;DAMA;L;Gris Claro;1,00;Sambil Chacao ;abril-2026
18/04/2026;PANNTCA33TXL;[PANNTCA33TXL] EXPLORE PANTS CAB (XL, Kaki - 80279);EXPLORE PANTS;CAB;XL;Kaki;1,00;Cerro Verde ;abril-2026
18/04/2026;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;Cerro Verde ;abril-2026
18/04/2026;PANNTCA33TM;[PANNTCA33TM] EXPLORE PANTS CAB (M, Kaki - 80279);EXPLORE PANTS;CAB;M;Kaki;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTKI12T2;[PANNTKI12T2] EXPLORE PANTS KIDS (2, Azul Marino - 5102);EXPLORE PANTS;KIDS;2;Azul Marino;1,00;Sambil Chacao ;abril-2026
18/04/2026;PANNTKI43T10;[PANNTKI43T10] EXPLORE PANTS KIDS (10, Negro - 10);EXPLORE PANTS;KIDS;10;Negro;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTDA31TM;[PANNTDA31TM] EXPLORE PANTS DAMA (M, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;M;Gris Oscuro;1,00;La Grieta;abril-2026
18/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;La Grieta;abril-2026
18/04/2026;PANNTCA43TXL;[PANNTCA43TXL] EXPLORE PANTS CAB (XL, Negro - 10);EXPLORE PANTS;CAB;XL;Negro;1,00;La Grieta;abril-2026
18/04/2026;PANNTDA12TXL;[PANNTDA12TXL] EXPLORE PANTS DAMA (XL, Azul Marino - 5102);EXPLORE PANTS;DAMA;XL;Azul Marino;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTDA43TXL;[PANNTDA43TXL] EXPLORE PANTS DAMA (XL, Negro - 10);EXPLORE PANTS;DAMA;XL;Negro;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;Sambil Chacao ;abril-2026
18/04/2026;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;1,00;La Grieta;abril-2026
18/04/2026;PANNTCA31TL;[PANNTCA31TL] EXPLORE PANTS CAB (L, Gris Oscuro -  9356);EXPLORE PANTS;CAB;L;Gris Oscuro;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTCA43TXL;[PANNTCA43TXL] EXPLORE PANTS CAB (XL, Negro - 10);EXPLORE PANTS;CAB;XL;Negro;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTCA33TL;[PANNTCA33TL] EXPLORE PANTS CAB (L, Kaki - 80279);EXPLORE PANTS;CAB;L;Kaki;1,00;Sambil Valencia;abril-2026
18/04/2026;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;Cerro Verde ;abril-2026
19/04/2026;PANNTDA66TL;[PANNTDA66TL] EXPLORE PANTS DAMA (L, Verde Militar - 60620);EXPLORE PANTS;DAMA;L;Verde Militar;1,00;La Grieta;abril-2026
19/04/2026;PANNTKI30T2;[PANNTKI30T2] EXPLORE PANTS KIDS (2, Gris Claro - 9734);EXPLORE PANTS;KIDS;2;Gris Claro;1,00;Cerro Verde ;abril-2026
19/04/2026;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;-1,00;La Grieta;abril-2026
19/04/2026;PANNTCA30TM;[PANNTCA30TM] EXPLORE PANTS CAB (M, Gris Claro - 9734);EXPLORE PANTS;CAB;M;Gris Claro;1,00;La Grieta;abril-2026
19/04/2026;PANNTCA33TS;[PANNTCA33TS] EXPLORE PANTS CAB (S, Kaki - 80279);EXPLORE PANTS;CAB;S;Kaki;1,00;Cerro Verde ;abril-2026
19/04/2026;PANNTCA33TL;[PANNTCA33TL] EXPLORE PANTS CAB (L, Kaki - 80279);EXPLORE PANTS;CAB;L;Kaki;1,00;Cerro Verde ;abril-2026
19/04/2026;PANNTDA33TS;[PANNTDA33TS] EXPLORE PANTS DAMA (S, Kaki - 80279);EXPLORE PANTS;DAMA;S;Kaki;1,00;Cerro Verde ;abril-2026
19/04/2026;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;Sambil Chacao ;abril-2026
20/04/2026;PANNTCA31TM;[PANNTCA31TM] EXPLORE PANTS CAB (M, Gris Oscuro -  9356);EXPLORE PANTS;CAB;M;Gris Oscuro;1,00;Sambil Valencia;abril-2026
20/04/2026;PANNTCA43TS;[PANNTCA43TS] EXPLORE PANTS CAB (S, Negro - 10);EXPLORE PANTS;CAB;S;Negro;1,00;La Grieta;abril-2026
20/04/2026;PANNTDA31TM;[PANNTDA31TM] EXPLORE PANTS DAMA (M, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;M;Gris Oscuro;1,00;Cerro Verde ;abril-2026
20/04/2026;PANNTDA33TM;[PANNTDA33TM] EXPLORE PANTS DAMA (M, Kaki - 80279);EXPLORE PANTS;DAMA;M;Kaki;1,00;Cerro Verde ;abril-2026
21/04/2026;PANNTCA31TL;[PANNTCA31TL] EXPLORE PANTS CAB (L, Gris Oscuro -  9356);EXPLORE PANTS;CAB;L;Gris Oscuro;1,00;La Grieta;abril-2026
21/04/2026;PANNTDA30TL;[PANNTDA30TL] EXPLORE PANTS DAMA (L, Gris Claro - 9734);EXPLORE PANTS;DAMA;L;Gris Claro;1,00;Cerro Verde ;abril-2026
21/04/2026;PANNTDA43TM;[PANNTDA43TM] EXPLORE PANTS DAMA (M, Negro - 10);EXPLORE PANTS;DAMA;M;Negro;1,00;Cerro Verde ;abril-2026
21/04/2026;PANNTCA43TL;[PANNTCA43TL] EXPLORE PANTS CAB (L, Negro - 10);EXPLORE PANTS;CAB;L;Negro;1,00;Cerro Verde ;abril-2026
21/04/2026;PANNTDA43TM;[PANNTDA43TM] EXPLORE PANTS DAMA (M, Negro - 10);EXPLORE PANTS;DAMA;M;Negro;1,00;La Grieta;abril-2026
21/04/2026;PANNTKI30T8;[PANNTKI30T8] EXPLORE PANTS KIDS (8, Gris Claro - 9734);EXPLORE PANTS;KIDS;8;Gris Claro;1,00;La Grieta;abril-2026
21/04/2026;PANNTDA33TL;[PANNTDA33TL] EXPLORE PANTS DAMA (L, Kaki - 80279);EXPLORE PANTS;DAMA;L;Kaki;1,00;La Grieta;abril-2026
21/04/2026;PANNTKI43T6;[PANNTKI43T6] EXPLORE PANTS KIDS (6, Negro - 10);EXPLORE PANTS;KIDS;6;Negro;1,00;Sambil Valencia;abril-2026
21/04/2026;PANNTKI30T6;[PANNTKI30T6] EXPLORE PANTS KIDS (6, Gris Claro - 9734);EXPLORE PANTS;KIDS;6;Gris Claro;1,00;Sambil Valencia;abril-2026
22/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;Pedidos;abril-2026
22/04/2026;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;1,00;Pedidos;abril-2026
22/04/2026;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;1,00;Pedidos;abril-2026
22/04/2026;PANNTDA33TXS;[PANNTDA33TXS] EXPLORE PANTS DAMA (XS, Kaki - 80279);EXPLORE PANTS;DAMA;XS;Kaki;1,00;Pedidos;abril-2026
23/04/2026;PANNTDA66TXS;[PANNTDA66TXS] EXPLORE PANTS DAMA (XS, Verde Militar - 60620);EXPLORE PANTS;DAMA;XS;Verde Militar;1,00;Pedidos;abril-2026
23/04/2026;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;1,00;Pedidos;abril-2026
23/04/2026;PANNTCA43TM;[PANNTCA43TM] EXPLORE PANTS CAB (M, Negro - 10);EXPLORE PANTS;CAB;M;Negro;1,00;Pedidos;abril-2026
23/04/2026;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;1,00;Pedidos;abril-2026
23/04/2026;PANNTDA31TS;[PANNTDA31TS] EXPLORE PANTS DAMA (S, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;S;Gris Oscuro;1,00;Sambil Valencia;abril-2026
23/04/2026;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;Sambil Valencia;abril-2026
24/04/2026;PANNTCA43TL;[PANNTCA43TL] EXPLORE PANTS CAB (L, Negro - 10);EXPLORE PANTS;CAB;L;Negro;1,00;La Grieta;abril-2026
24/04/2026;PANNTCA66TM;[PANNTCA66TM] EXPLORE PANTS CAB (M, Verde Militar - 60620);EXPLORE PANTS;CAB;M;Verde Militar;1,00;La Grieta;abril-2026
24/04/2026;PANNTDA33TS;[PANNTDA33TS] EXPLORE PANTS DAMA (S, Kaki - 80279);EXPLORE PANTS;DAMA;S;Kaki;1,00;Cerro Verde ;abril-2026
24/04/2026;PANNTCA30TL;[PANNTCA30TL] EXPLORE PANTS CAB (L, Gris Claro - 9734);EXPLORE PANTS;CAB;L;Gris Claro;1,00;Sambil Chacao ;abril-2026
24/04/2026;PANNTCA30TS;[PANNTCA30TS] EXPLORE PANTS CAB (S, Gris Claro - 9734);EXPLORE PANTS;CAB;S;Gris Claro;1,00;Sambil Chacao ;abril-2026
24/04/2026;PANNTCA31TM;[PANNTCA31TM] EXPLORE PANTS CAB (M, Gris Oscuro -  9356);EXPLORE PANTS;CAB;M;Gris Oscuro;1,00;Sambil Chacao ;abril-2026
24/04/2026;PANNTDA30TM;[PANNTDA30TM] EXPLORE PANTS DAMA (M, Gris Claro - 9734);EXPLORE PANTS;DAMA;M;Gris Claro;1,00;Sambil Chacao ;abril-2026
24/04/2026;PANNTDA30TS;[PANNTDA30TS] EXPLORE PANTS DAMA (S, Gris Claro - 9734);EXPLORE PANTS;DAMA;S;Gris Claro;3,00;Sambil Chacao ;abril-2026
24/04/2026;PANNTCA30TM;[PANNTCA30TM] EXPLORE PANTS CAB (M, Gris Claro - 9734);EXPLORE PANTS;CAB;M;Gris Claro;1,00;Sambil Chacao ;abril-2026
24/04/2026;PANNTDA31TM;[PANNTDA31TM] EXPLORE PANTS DAMA (M, Gris Oscuro -  9356);EXPLORE PANTS;DAMA;M;Gris Oscuro;1,00;La Grieta;abril-2026
24/04/2026;PANNTDA33TM;[PANNTDA33TM] EXPLORE PANTS DAMA (M, Kaki - 80279);EXPLORE PANTS;DAMA;M;Kaki;1,00;La Grieta;abril-2026
24/04/2026;PANNTKI30T2;[PANNTKI30T2] EXPLORE PANTS KIDS (2, Gris Claro - 9734);EXPLORE PANTS;KIDS;2;Gris Claro;-1,00;Sambil Valencia;abril-2026
24/04/2026;PANNTKI33T2;[PANNTKI33T2] EXPLORE PANTS KIDS (2, Kaki - 80279);EXPLORE PANTS;KIDS;2;Kaki;1,00;Sambil Valencia;abril-2026
24/04/2026;PANNTKI30T6;[PANNTKI30T6] EXPLORE PANTS KIDS (6, Gris Claro - 9734);EXPLORE PANTS;KIDS;6;Gris Claro;1,00;Sambil Valencia;abril-2026
24/04/2026;PANNTDA30TXL;[PANNTDA30TXL] EXPLORE PANTS DAMA (XL, Gris Claro - 9734);EXPLORE PANTS;DAMA;XL;Gris Claro;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTDA66TXL;[PANNTDA66TXL] EXPLORE PANTS DAMA (XL, Verde Militar - 60620);EXPLORE PANTS;DAMA;XL;Verde Militar;1,00;Cerro Verde ;abril-2026
25/04/2026;PANNTDA43TXL;[PANNTDA43TXL] EXPLORE PANTS DAMA (XL, Negro - 10);EXPLORE PANTS;DAMA;XL;Negro;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTDA30TXL;[PANNTDA30TXL] EXPLORE PANTS DAMA (XL, Gris Claro - 9734);EXPLORE PANTS;DAMA;XL;Gris Claro;1,00;Cerro Verde ;abril-2026
25/04/2026;PANNTDA30TM;[PANNTDA30TM] EXPLORE PANTS DAMA (M, Gris Claro - 9734);EXPLORE PANTS;DAMA;M;Gris Claro;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTDA43TM;[PANNTDA43TM] EXPLORE PANTS DAMA (M, Negro - 10);EXPLORE PANTS;DAMA;M;Negro;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTDA33TM;[PANNTDA33TM] EXPLORE PANTS DAMA (M, Kaki - 80279);EXPLORE PANTS;DAMA;M;Kaki;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTCA12TXL;[PANNTCA12TXL] EXPLORE PANTS CAB (XL, Azul Marino - 5102);EXPLORE PANTS;CAB;XL;Azul Marino;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTDA12TS;[PANNTDA12TS] EXPLORE PANTS DAMA (S, Azul Marino - 5102);EXPLORE PANTS;DAMA;S;Azul Marino;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTKI12T8;[PANNTKI12T8] EXPLORE PANTS KIDS (8, Azul Marino - 5102);EXPLORE PANTS;KIDS;8;Azul Marino;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTDA33TXS;[PANNTDA33TXS] EXPLORE PANTS DAMA (XS, Kaki - 80279);EXPLORE PANTS;DAMA;XS;Kaki;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTCA30TL;[PANNTCA30TL] EXPLORE PANTS CAB (L, Gris Claro - 9734);EXPLORE PANTS;CAB;L;Gris Claro;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;Cerro Verde ;abril-2026
25/04/2026;PANNTCA31TL;[PANNTCA31TL] EXPLORE PANTS CAB (L, Gris Oscuro -  9356);EXPLORE PANTS;CAB;L;Gris Oscuro;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTCA43TXL;[PANNTCA43TXL] EXPLORE PANTS CAB (XL, Negro - 10);EXPLORE PANTS;CAB;XL;Negro;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTCA30TL;[PANNTCA30TL] EXPLORE PANTS CAB (L, Gris Claro - 9734);EXPLORE PANTS;CAB;L;Gris Claro;1,00;Sambil Valencia;abril-2026
25/04/2026;PANNTCA66TXL;[PANNTCA66TXL] EXPLORE PANTS CAB (XL, Verde Militar - 60620);EXPLORE PANTS;CAB;XL;Verde Militar;1,00;Cerro Verde ;abril-2026
25/04/2026;PANNTDA66TXS;[PANNTDA66TXS] EXPLORE PANTS DAMA (XS, Verde Militar - 60620);EXPLORE PANTS;DAMA;XS;Verde Militar;1,00;Sambil Chacao ;abril-2026
25/04/2026;PANNTDA43TM;[PANNTDA43TM] EXPLORE PANTS DAMA (M, Negro - 10);EXPLORE PANTS;DAMA;M;Negro;1,00;Cerro Verde ;abril-2026
26/04/2026;PANNTKI33T4;[PANNTKI33T4] EXPLORE PANTS KIDS (4, Kaki - 80279);EXPLORE PANTS;KIDS;4;Kaki;1,00;La Grieta;abril-2026
26/04/2026;PANNTDA33TS;[PANNTDA33TS] EXPLORE PANTS DAMA (S, Kaki - 80279);EXPLORE PANTS;DAMA;S;Kaki;1,00;Cerro Verde ;abril-2026
26/04/2026;PANNTDA43TS;[PANNTDA43TS] EXPLORE PANTS DAMA (S, Negro - 10);EXPLORE PANTS;DAMA;S;Negro;1,00;Cerro Verde ;abril-2026
26/04/2026;PANNTDA12TXS;[PANNTDA12TXS] EXPLORE PANTS DAMA (XS, Azul Marino - 5102);EXPLORE PANTS;DAMA;XS;Azul Marino;1,00;Cerro Verde ;abril-2026
26/04/2026;PANNTDA43TXS;[PANNTDA43TXS] EXPLORE PANTS DAMA (XS, Negro - 10);EXPLORE PANTS;DAMA;XS;Negro;1,00;Cerro Verde ;abril-2026
26/04/2026;PANNTDA33TS;[PANNTDA33TS] EXPLORE PANTS DAMA (S, Kaki - 80279);EXPLORE PANTS;DAMA;S;Kaki;1,00;Sambil Valencia;abril-2026
26/04/2026;PANNTCA66TL;[PANNTCA66TL] EXPLORE PANTS CAB (L, Verde Militar - 60620);EXPLORE PANTS;CAB;L;Verde Militar;1,00;Sambil Valencia;abril-2026
26/04/2026;PANNTCA12TM;[PANNTCA12TM] EXPLORE PANTS CAB (M, Azul Marino - 5102);EXPLORE PANTS;CAB;M;Azul Marino;1,00;Sambil Chacao ;abril-2026
26/04/2026;PANNTCA31TM;[PANNTCA31TM] EXPLORE PANTS CAB (M, Gris Oscuro -  9356);EXPLORE PANTS;CAB;M;Gris Oscuro;1,00;Sambil Chacao ;abril-2026
26/04/2026;PANNTDA43TM;[PANNTDA43TM] EXPLORE PANTS DAMA (M, Negro - 10);EXPLORE PANTS;DAMA;M;Negro;1,00;Cerro Verde ;abril-2026
27/04/2026;PANNTDA30TM;[PANNTDA30TM] EXPLORE PANTS DAMA (M, Gris Claro - 9734);EXPLORE PANTS;DAMA;M;Gris Claro;1,00;La Grieta;abril-2026
