Año;Mes;modelo;Variante del producto;SKU;GENERO;COLOR;DISEÑO;TALLA;tienda / ubicación;Cant. ordenada;fecha (mes año)
2026;julio;SPOTS MANGA LARGA;[SMLBLICA16TS] SPOTS MANGA LARGA CAB (S);SMLBLICA16TS;CAB;Blanco;Manga Larga;S;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;julio-2026
2026;julio;SPOTS MANGA LARGA;[SMLBLICA16TXL] SPOTS MANGA LARGA CAB (XL);SMLBLICA16TXL;CAB;Blanco;Manga Larga;XL;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNECA16TXL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, XL);SMCBNECA16TXL;CAB;Blanco;Nueva Esparta;XL;La Vela;1;julio-2026
2026;julio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;Pedidos;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;Pedidos;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;julio-2026
2026;julio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;julio-2026
2026;julio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;1;julio-2026
2026;julio;SPOTS MANGA LARGA;[SMLBLICA16TM] SPOTS MANGA LARGA CAB (M);SMLBLICA16TM;CAB;Blanco;Manga Larga;M;La Vela;1;julio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TM] SPOTS MANGA LARGA CAB (M);SMLBLICA16TM;CAB;Blanco;Manga Larga;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;-1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TM] SPOTS MANGA LARGA DAMA (M);SMLBLIDA16TM;DAMA;Blanco;Manga Larga;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TM] SPOTS MANGA LARGA DAMA (M);SMLBLIDA16TM;DAMA;Blanco;Manga Larga;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TL] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, L);SMCBNEDA16TL;DAMA;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TL] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, L);SMCBNEDA16TL;DAMA;Blanco;Nueva Esparta;L;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TM] SPOTS MANGA LARGA CAB (M);SMLBLICA16TM;CAB;Blanco;Manga Larga;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;2;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TS] SPOTS MANGA LARGA CAB (S);SMLBLICA16TS;CAB;Blanco;Manga Larga;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TXS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, XS);SMCBNEDA16TXS;DAMA;Blanco;Nueva Esparta;XS;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TL] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, L);SMCBNEDA16TL;DAMA;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TXL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, XL);SMCBNECA16TXL;CAB;Blanco;Nueva Esparta;XL;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TL] SPOTS MANGA LARGA CAB (L);SMLBLICA16TL;CAB;Blanco;Manga Larga;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TM] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, M);SMCBNECA16TM;CAB;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TXL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, XL);SMCBNECA16TXL;CAB;Blanco;Nueva Esparta;XL;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TS] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, S);SMCBNECA16TS;CAB;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TS] SPOTS MANGA LARGA CAB (S);SMLBLICA16TS;CAB;Blanco;Manga Larga;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;0;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TXL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, XL);SMCBNECA16TXL;CAB;Blanco;Nueva Esparta;XL;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TL] SPOTS MANGA LARGA CAB (L);SMLBLICA16TL;CAB;Blanco;Manga Larga;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TM] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, M);SMCBNEDA16TM;DAMA;Blanco;Nueva Esparta;M;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNECA16TL] SPOTS MANGA CORTA CAB (Blanco/ Nueva Esparta, L);SMCBNECA16TL;CAB;Blanco;Nueva Esparta;L;La Vela;1;junio-2026
2026;junio;SPOTS MANGA CORTA;[SMCBNEDA16TS] SPOTS MANGA CORTA DAMA (Blanco/ Nueva Esparta, S);SMCBNEDA16TS;DAMA;Blanco;Nueva Esparta;S;Pedidos;3;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TM] SPOTS MANGA LARGA DAMA (M);SMLBLIDA16TM;DAMA;Blanco;Manga Larga;M;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TL] SPOTS MANGA LARGA DAMA (L);SMLBLIDA16TL;DAMA;Blanco;Manga Larga;L;Pedidos;1;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLIDA16TS] SPOTS MANGA LARGA DAMA (S);SMLBLIDA16TS;DAMA;Blanco;Manga Larga;S;Pedidos;4;junio-2026
2026;junio;SPOTS MANGA LARGA;[SMLBLICA16TS] SPOTS MANGA LARGA CAB (S);SMLBLICA16TS;CAB;Blanco;Manga Larga;S;Pedidos;1;junio-2026
