Fecha de la orden;Producto;Variante del producto;sku;modelo;color;Cant. ordenada;ubicaci�n;fecha
19/05/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;mayo-2025
19/05/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;mayo-2025
22/05/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;La Grieta;mayo-2025
23/05/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;0,00;La Grieta;mayo-2025
24/05/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;mayo-2025
24/05/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;mayo-2025
26/05/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;La Grieta;mayo-2025
27/05/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;mayo-2025
27/05/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;La Grieta;mayo-2025
29/05/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;mayo-2025
31/05/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;-1,00;La Grieta;mayo-2025
01/06/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;-1,00;La Grieta;junio-2025
02/06/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;La Grieta;junio-2025
02/06/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;-1,00;La Grieta;junio-2025
02/06/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;La Grieta;junio-2025
03/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
04/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
04/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
05/06/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;junio-2025
05/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;-1,00;La Grieta;junio-2025
06/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;junio-2025
08/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
12/06/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;junio-2025
13/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
13/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;junio-2025
13/06/2025;DRY BAG 30L;[DRY5030L] DRY BAG 30L (Rojo - 3392);DRY5030L;DRY BAG 30L;Rojo;1,00;La Grieta;junio-2025
13/06/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;La Grieta;junio-2025
13/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
14/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;junio-2025
14/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;-1,00;La Grieta;junio-2025
14/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
14/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
17/06/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;junio-2025
17/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
17/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
17/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;junio-2025
19/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;junio-2025
23/06/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;La Grieta;junio-2025
23/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
24/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
25/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
25/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
26/06/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;junio-2025
26/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
27/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
29/06/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;junio-2025
29/06/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;junio-2025
30/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
30/06/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;junio-2025
01/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;-1,00;La Grieta;julio-2025
01/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;julio-2025
01/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;-1,00;La Grieta;julio-2025
04/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;julio-2025
04/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;-1,00;La Grieta;julio-2025
06/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;julio-2025
06/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;julio-2025
10/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
10/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Sambil Valencia;julio-2025
11/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
11/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;-1,00;Sambil Valencia;julio-2025
11/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
11/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
11/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
12/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;julio-2025
12/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;La Grieta;julio-2025
12/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;La Grieta;julio-2025
12/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;La Grieta;julio-2025
12/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Sambil Valencia;julio-2025
13/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
13/07/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;Sambil Valencia;julio-2025
14/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
14/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
14/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
14/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Sambil Valencia;julio-2025
14/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;-1,00;Sambil Valencia;julio-2025
14/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
15/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
16/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;julio-2025
16/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;julio-2025
17/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
17/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
17/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;julio-2025
18/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
18/07/2025;DRY BAG 30L;[DRY4230L] DRY BAG 30L (Naranja);DRY4230L;DRY BAG 30L;Naranja;1,00;Cerro Verde ;julio-2025
18/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
18/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Cerro Verde ;julio-2025
18/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Cerro Verde ;julio-2025
19/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Cerro Verde ;julio-2025
19/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;Sambil Valencia;julio-2025
19/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;La Grieta;julio-2025
19/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;La Grieta;julio-2025
19/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Cerro Verde ;julio-2025
20/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
20/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;Sambil Valencia;julio-2025
20/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Cerro Verde ;julio-2025
20/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Cerro Verde ;julio-2025
20/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Cerro Verde ;julio-2025
20/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Cerro Verde ;julio-2025
20/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Cerro Verde ;julio-2025
21/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Cerro Verde ;julio-2025
21/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Valencia;julio-2025
21/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;Cerro Verde ;julio-2025
21/07/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;La Grieta;julio-2025
21/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;La Grieta;julio-2025
22/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
22/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Cerro Verde ;julio-2025
22/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Sambil Valencia;julio-2025
22/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
22/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
23/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;julio-2025
23/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;112,00;La Grieta;julio-2025
23/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;113,00;La Grieta;julio-2025
23/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Valencia;julio-2025
23/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Sambil Valencia;julio-2025
23/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;Cerro Verde ;julio-2025
24/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Sambil Chacao ;julio-2025
24/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Chacao ;julio-2025
24/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Grandplaz ;julio-2025
24/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Valencia;julio-2025
24/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
25/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Sambil Chacao ;julio-2025
25/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;La Grieta;julio-2025
25/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;La Grieta;julio-2025
25/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Chacao ;julio-2025
25/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Chacao ;julio-2025
25/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Cerro Verde ;julio-2025
25/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Sambil Chacao ;julio-2025
26/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Chacao ;julio-2025
26/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;Sambil Chacao ;julio-2025
26/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Cerro Verde ;julio-2025
26/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Cerro Verde ;julio-2025
26/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Sambil Chacao ;julio-2025
26/07/2025;DRY BAG 30L;[DRY4230L] DRY BAG 30L (Naranja);DRY4230L;DRY BAG 30L;Naranja;1,00;Sambil Chacao ;julio-2025
27/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Cerro Verde ;julio-2025
27/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Cerro Verde ;julio-2025
27/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
27/07/2025;DRY BAG 30L;[DRY1330L] DRY BAG 30L (Azul Rey - 50122);DRY1330L;DRY BAG 30L;Azul Rey;1,00;Cerro Verde ;julio-2025
27/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Sambil Chacao ;julio-2025
28/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Cerro Verde ;julio-2025
28/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Chacao ;julio-2025
28/07/2025;DRY BAG 30L;[DRY6630L] DRY BAG 30L (Verde Militar - 60620);DRY6630L;DRY BAG 30L;Verde Militar;1,00;Cerro Verde ;julio-2025
29/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;Cerro Verde ;julio-2025
29/07/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;Sambil Chacao ;julio-2025
29/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Chacao ;julio-2025
29/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Sambil Valencia;julio-2025
30/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Valencia;julio-2025
30/07/2025;DRY BAG 30L;[DRY4230L] DRY BAG 30L (Naranja);DRY4230L;DRY BAG 30L;Naranja;1,00;Cerro Verde ;julio-2025
30/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Chacao ;julio-2025
30/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Chacao ;julio-2025
30/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Chacao ;julio-2025
30/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Valencia;julio-2025
30/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;-1,00;Sambil Valencia;julio-2025
30/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;1,00;Sambil Valencia;julio-2025
31/07/2025;DRY BAG 30L;[DRY1630L] DRY BAG 30L (Blanco - 1259j);DRY1630L;DRY BAG 30L;Blanco;-1,00;Sambil Chacao ;julio-2025
31/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Cerro Verde ;julio-2025
31/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Sambil Chacao ;julio-2025
31/07/2025;DRY BAG 30L;[DRY4330L] DRY BAG 30L (Negro - 10);DRY4330L;DRY BAG 30L;Negro;1,00;La Grieta;julio-2025
31/07/2025;DRY BAG 30L;[DRY0330L] DRY BAG 30L (Amarillo);DRY0330L;DRY BAG 30L;Amarillo;1,00;Cerro Verde ;julio-2025
31/07/2025;DRY BAG 30L;[DRY2030L] DRY BAG 30L (Camu);DRY2030L;DRY BAG 30L;Camu;1,00;Cerro Verde ;julio-2025
31/07/2025;DRY BAG 30L;[DRY3030L] DRY BAG 30L (Gris Claro - 9734);DRY3030L;DRY BAG 30L;Gris Claro;1,00;Cerro Verde ;julio-2025
